From \ To,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
23,312.4415,229.3112,228.23020000000002,344.8997,216.0394,227.4906,171.9145,238.17170000000002,402.0177,297.3584,297.03290000000004,370.2068,249.2192,261.6539,426.114,286.59959999999995,337.56690000000003,350.0634,127.4423,70.9355,107.778,8.196399999999999,0,320.73440000000005,317.4142,306.0584,255.1564,333.5289,391.3927,416.3439,295.3678,411.8393,336.9929,241.2301,182.253,220.9049,203.8785,171.572,114.63080000000001,127.4264,138.068,127.784,127.4658,289.2086,211.0323,322.4353,490.43190000000004,526.8609,548.6363,441.3938,454.4728,553.6306,429.7826,376.82620000000003,330.1611,358.4469,334.1114,407.3151,267.1398,318.7856,321.52340000000004,350.21029999999996,340.42040000000003,334.6625,338.1714,380.1675,260.5642,204.66479999999999,296.05609999999996,222.68329999999997,226.5385,154.8786,309.8085,240.292,182.1845,231.8495,181.5538,182.1845,381.90090000000004,327.6365,281.5805,383.4432,283.2172,194.2719,196.4725,189.8985,101.62219999999999,128.5278,330.0641,457.566,433.1623,128.6125
24,350.1057,285.46029999999996,288.72709999999995,382.56390000000005,494.84020000000004,506.2914,450.7153,516.9725,249.1952,318.8383,319.6826,399.9876,404.3608,270.24170000000004,289.185,441.14709999999997,451.96320000000003,559.0756,211.4294,241.9629,278.7334,296.5001,320.73440000000005,0,14.4843,13.603200000000001,61.806400000000004,33.868900000000004,75.5915,100.5427,51.3071,96.0382,39.384,432.45529999999997,204.9328,386.6473,245.5011,447.9139,390.8583,304.6865,309.968,300.1727,300.3544,166.2561,201.387,244.4427,174.63070000000002,211.0598,232.83520000000001,125.5926,138.6716,237.8295,113.9814,568.0513000000001,498.2095,526.4954,525.3365,598.5403,458.36490000000003,510.01079999999996,512.7486,626.4378,616.6479,610.89,614.3989,656.395,96.27380000000001,116.3355,162.2979,105.0618,98.943,161.63379999999998,165.22910000000002,180.8595,129.8209,115.2493,127.36710000000001,129.8209,573.126,518.8616,557.9224,659.6706999999999,559.5591,467.7844,467.2232,497.3671,409.0908,384.0975,581.5676,666.5119,709.3898,306.4572
25,346.7856,282.1402,285.407,379.24379999999996,491.52009999999996,502.9712,447.39509999999996,513.6524000000001,251.9511,321.5942,322.4385,402.7435,404.67670000000004,259.9273,291.9409,442.0572,448.643,555.7555,208.10920000000002,238.64270000000002,275.4132,293.17990000000003,317.4142,14.4843,0,10.383,46.7365,43.794,79.0449,103.99610000000001,40.3947,99.4915,27.8937,421.54290000000003,194.0204,375.735,234.58870000000002,408.668,388.2044,293.7741,299.05559999999997,289.2603,289.442,163.6021,198.7331,241.78879999999998,178.0841,214.5131,236.2885,129.046,142.125,241.28279999999998,117.43480000000001,557.139,487.29720000000003,515.583,514.4242,587.6279000000001,447.4525,499.0984,501.8362,623.7839,613.9939,608.236,611.7449,653.741,93.6198,113.6816,159.6439,102.4079,96.289,158.9799,162.57520000000002,169.9471,118.9085,81.68780000000001,116.4547,118.9085,562.2136999999999,507.9492,512.9706,657.0168000000001,514.6072,465.1304,464.5693,494.71320000000003,406.43690000000004,381.4435,578.9136,663.858,706.7359,295.54490000000004
26,335.4298,270.7844,274.0512,367.888,480.16429999999997,491.6155,436.0394,502.29659999999996,261.325,330.9681,331.8124,412.11740000000003,399.0213,254.2719,301.3148,436.4018,437.2873,544.3996999999999,196.7535,227.2869,264.0575,281.8242,306.0584,13.603200000000001,10.383,0,36.6418,35.9282,88.4764,113.42760000000001,41.1879,108.923,32.8422,422.3361,194.8136,376.5281,235.3819,435.1652,378.1096,294.5673,299.8488,290.0535,290.2352,153.5074,188.6383,231.694,187.5156,223.9446,245.72,138.4775,151.5565,250.71429999999998,126.86630000000001,557.9321,488.0903,516.3762,515.2173,588.4211,448.2457,499.8916,502.62940000000003,613.6890999999999,603.8992,598.1413,601.6501999999999,643.6463,83.52510000000001,103.5868,149.5492,92.3131,86.1943,148.8851,152.4804,170.7403,119.7017,86.6363,117.24789999999999,119.7017,563.0068,508.74240000000003,545.1736999999999,646.922,546.8104000000001,455.0357,454.4745,484.6184,396.34209999999996,371.3488,568.8189,653.7632,696.6410999999999,296.338
27,313.0721,248.4267,251.6936,345.5303,429.2623,440.7135,385.1374,451.39459999999997,307.06190000000004,316.9467,316.6212,389.7951,462.6564,267.1642,347.0518,500.03679999999997,414.9296,522.0421,145.8515,176.3849,213.1555,230.9222,255.1564,61.806400000000004,46.7365,36.6418,0,75.8249,133.6888,158.63989999999998,44.0041,154.1354,60.6903,452.64390000000003,202.2343,432.3188,242.8026,382.9859,325.9302,338.84020000000004,323.209,315.144,314.2611,129.7662,164.8971,207.9528,232.7279,269.157,290.93240000000003,183.6898,196.7688,295.92670000000004,172.0786,588.24,541.5749000000001,569.8608,545.5251999999999,618.7289000000001,478.55359999999996,530.1994,532.9373,561.5097,551.7198000000001,545.9619,549.4708,591.4669,59.564099999999996,32.485099999999996,125.808,54.086400000000005,52.2166,96.7057,128.5194,178.1611,127.1224,108.146,124.6687,127.1224,593.3146999999999,539.0503,492.9943,594.7425999999999,494.631,436.8125,439.013,432.439,344.16270000000003,319.1694,552.5147,630.022,644.4617,340.0263
28,362.9002,298.2548,301.5216,395.3584,507.6347,519.0859,463.5098,529.7671,279.1245,348.76759999999996,349.61190000000005,429.9169,434.2901,294.67220000000003,319.1143,471.07640000000004,464.7577,571.8702,224.2239,254.7574,291.52790000000005,309.2946,333.5289,33.868900000000004,43.794,35.9282,75.8249,0,104.639,82.0412,88.9747,125.0857,68.4315,470.1229,242.60029999999998,424.3149,283.1687,461.709,404.65340000000003,342.35409999999996,347.63559999999995,337.8403,338.022,180.05110000000002,215.182,258.2377,203.6782,240.10729999999998,261.8827,154.64010000000002,167.7191,266.877,143.0289,605.7189000000001,535.8770999999999,564.1629,563.0041,636.2078,496.0325,547.6784,550.4162,640.2328,630.4429,624.685,628.1939,670.19,110.0688,130.13060000000002,176.0929,118.8568,112.738,175.4288,116.0149,218.52710000000002,167.48839999999998,144.2968,165.03470000000002,167.48839999999998,610.7936,556.5292,571.7174,673.4657,573.3541,481.5794,481.0183,511.1622,422.88579999999996,397.8925,595.3625999999999,680.3069,723.1849,344.1248
29,420.764,356.11859999999996,359.3854,453.2222,565.4986,576.9497,521.3736,587.6309,175.39020000000002,245.0333,245.8776,326.1826,330.5558,285.6431,215.38,367.34209999999996,522.6215,629.734,282.0877,312.6212,349.3917,367.15840000000003,391.3927,75.5915,79.0449,88.4764,133.6888,104.639,0,68.32860000000001,115.272,20.3298,76.2286,414.28290000000004,186.7604,362.57759999999996,325.1419,519.6677,462.612,286.5141,291.7956,282.0003,282.182,238.00979999999998,273.14070000000004,316.19640000000004,100.5123,136.9414,123.019,49.8842,56.295300000000005,163.71110000000002,39.863,549.879,447.3763,465.12,507.1642,580.3679000000001,440.1925,491.83840000000004,494.57620000000003,698.1915,688.4016,682.6437,686.1526,728.1487,168.0275,188.08929999999998,234.0516,176.8155,170.69670000000002,233.3875,236.9828,138.5778,111.1424,62.4942,112.47460000000001,111.1424,554.9536999999999,500.6892,629.6761,731.4244,631.3128,539.5381,538.977,569.1209,480.8445,455.8512,653.3213000000001,738.2656,781.1435,288.28490000000005
30,445.71520000000004,381.0698,384.3366,478.1734,590.4497,601.9009,546.3248000000001,612.582,259.8745,329.5175,330.3618,410.6669,415.0401,370.1274,299.8643,451.82640000000004,547.5726999999999,654.6850999999999,307.0389,337.5724,374.34290000000004,392.1096,416.3439,100.5427,103.99610000000001,113.42760000000001,158.63989999999998,82.0412,68.32860000000001,0,140.0295,105.70360000000001,95.82339999999999,521.1777,293.65520000000004,475.3698,334.2235,544.4250999999999,487.3695,393.4089,398.6904,388.89509999999996,389.0768,262.7673,297.89820000000003,340.95390000000003,184.2961,220.7251,130.50639999999999,135.258,72.2254,247.4949,123.6468,656.7737,531.1600999999999,548.9038,614.059,687.2627,547.0873,598.7331999999999,601.471,722.949,713.1591,707.4011999999999,710.9100999999999,752.9061999999999,192.785,212.8467,258.8091,201.573,195.4541,258.145,261.7403,269.5819,218.5433,123.9501,216.0895,218.5433,661.8484,607.584,654.4336,756.1819,656.0703000000001,564.2955999999999,563.7344,593.8783000000001,505.602,480.6087,678.0788,763.0231,805.901,395.1796
31,373.45090000000005,308.8055,312.0723,405.90909999999997,469.4737,480.9248,425.3487,491.606,288.7738,271.8053,271.47990000000004,344.6537,366.7723,222.0229,328.76370000000003,404.1528,475.3083,582.4208000000001,138.5542,216.59629999999999,177.0696,271.1335,295.3678,51.3071,40.3947,41.1879,44.0041,88.9747,115.272,140.0295,0,88.4898,33.654900000000005,384.395,156.8725,338.58709999999996,197.4408,371.5202,338.0783,256.62620000000004,261.90770000000003,252.1125,252.29420000000002,183.79270000000002,218.9236,261.9794,214.9977,251.4267,273.2021,165.9596,179.0386,278.19640000000004,154.3484,519.9911,450.1493,478.4351,477.2763,550.48,410.3047,461.9505,464.68829999999997,601.4265,591.6365999999999,585.8787,589.3876,631.3837,113.81039999999999,55.6164,179.8345,94.00319999999999,116.4796,136.6225,182.76579999999998,132.7993,81.76060000000001,62.7842,79.3069,81.76060000000001,525.0658000000001,470.8014,475.8227,543.2911,477.4594,476.72929999999997,478.9298,472.3559,384.0795,359.0862,592.4315,684.0485,684.3785,258.397
32,441.21070000000003,376.5653,379.83209999999997,473.6689,585.9452,597.3964,541.8203000000001,608.0775,187.1223,256.76529999999997,257.6096,337.91470000000004,342.28790000000004,297.3752,227.1121,379.0742,543.0681999999999,650.1806,302.5344,333.0678,369.83840000000004,387.6051,411.8393,96.0382,99.4915,108.923,154.1354,125.0857,20.3298,105.70360000000001,88.4898,0,66.2706,397.1143,169.59179999999998,351.3064,210.1601,384.23940000000005,483.5919,269.3455,274.627,264.8318,265.0135,258.9896,294.1205,337.17629999999997,112.352,148.7811,170.5565,45.6433,74.6584,175.55079999999998,51.7027,532.7104,459.216,476.9597,489.99559999999997,563.1993,423.024,474.6698,477.4076,719.1714000000001,709.3814,703.6235,707.1324000000001,749.1285,189.0073,209.0691,255.0314,197.7954,191.6765,254.3674,257.9627,118.8473,93.9738,45.3256,95.306,93.9738,537.7850999999999,483.52070000000003,488.542,556.0104,490.1787,560.5179,559.9568,590.1007,501.8244,476.831,674.3011,759.2455,802.1234000000001,271.11629999999997
33,366.36420000000004,301.7188,304.9857,398.8224,511.0988,522.5499,466.9738,533.2311,249.7304,319.3735,320.2178,400.52279999999996,398.0865,253.3371,289.72020000000003,435.467,468.2217,575.3342,227.68789999999998,258.2214,208.38379999999998,312.7586,336.9929,39.384,27.8937,32.8422,60.6903,68.4315,76.2286,95.82339999999999,33.654900000000005,66.2706,0,416.32590000000005,188.80339999999998,370.518,229.37179999999998,403.4511,407.7688,288.5571,293.8387,284.0434,284.2251,183.1665,218.29739999999998,261.3532,174.3377,210.76670000000001,232.5422,125.29960000000001,138.3786,237.5365,113.68839999999999,551.922,482.0802,510.366,509.2072,582.4109,442.2356,493.88140000000004,496.6193,643.3483,633.5583,627.8004,631.3093,673.3054000000001,113.1842,89.241,179.20829999999998,121.9723,115.8534,178.5443,182.1396,164.73020000000002,113.6915,55.309,111.23780000000001,113.6915,556.9966999999999,502.7323,507.75359999999995,575.222,509.39029999999997,484.6948,484.13370000000003,514.2776,426.0013,401.0079,598.478,683.4224,726.3003,290.3279
34,549.5941,466.4638,465.3828,582.0523000000001,415.7115,224.6352,371.5866,258.7926,377.423,272.7638,272.43829999999997,345.6121,154.64970000000002,237.0592,401.5194,189.6781,566.3634000000001,578.8599,325.3821,300.5957,229.6605,239.9775,241.2301,432.45529999999997,421.54290000000003,422.3361,452.64390000000003,470.1229,414.28290000000004,521.1777,384.395,397.1143,416.32590000000005,0,233.9841,126.3179,199.5649,87.0624,166.3106,122.983,116.1851,128.081,125.6673,489.5816,449.9341,567.7682,429.0601,475.2665,507.1708,391.9326,518.3525999999999,502.0362,477.0107,143.6625,144.10060000000001,172.38639999999998,100.9477,174.1514,39.277699999999996,132.9882,135.726,332.3213,311.9265,306.14779999999996,362.2977,362.2785,460.9371,405.0378,496.42909999999995,423.0562,426.9114,355.2516,510.1814,292.02320000000003,304.184,354.3985,308.6705,304.184,137.96370000000002,83.69930000000001,176.52020000000002,243.98870000000002,128.6723,424.2005,426.4011,419.8271,331.5508,358.45640000000003,540.043,687.4946,505.02029999999996,119.754
35,490.617,407.4867,406.4057,523.0752,356.73440000000005,368.1855,312.60940000000005,378.86670000000004,218.94,114.2808,113.95530000000001,187.12920000000003,135.46189999999999,64.4983,243.0364,184.7678,507.3863,519.8828,170.2103,145.424,88.81989999999999,181.00029999999998,182.253,204.9328,194.0204,194.8136,202.2343,242.60029999999998,186.7604,293.65520000000004,156.8725,169.59179999999998,188.80339999999998,233.9841,0,187.81789999999998,39.7428,220.751,187.3091,105.8571,111.13860000000001,101.3433,101.525,337.6058,372.7368,415.7925,269.6155,315.8219,347.7262,154.5319,243.5824,342.5917,308.1615,369.2219,299.38009999999997,327.666,326.5071,399.71090000000004,259.5355,311.1814,313.9192,489.3778,479.58790000000005,473.83,477.3389,519.335,267.62359999999995,188.5351,333.64759999999995,276.41159999999996,270.2927,198.7368,336.57890000000003,45.158699999999996,76.40010000000001,126.61460000000001,80.8866,76.40010000000001,374.29659999999996,320.0322,325.0535,392.5219,326.6902,364.5403,366.7409,360.1669,271.89059999999995,298.7962,480.3828,627.8344000000001,572.3298000000001,107.62780000000001
36,529.2689,446.1386,445.0576,561.7271,395.3863,406.8375,351.26140000000004,417.5186,233.3701,119.5912,118.4196,185.3198,29.8737,168.97529999999998,241.227,65.6373,546.0382,558.5346999999999,305.05690000000004,280.2705,202.5719,219.6523,220.9049,386.6473,375.735,376.5281,432.3188,424.3149,362.57759999999996,475.3698,338.58709999999996,351.3064,370.518,126.3179,187.81789999999998,0,146.54670000000002,183.5343,227.0756,98.626,88.90889999999999,98.1704,103.5555,468.3445,428.6971,546.5310999999999,283.2473,329.4538,361.358,311.0328,372.53990000000005,356.2235,331.1979,243.2732,101.55510000000001,130.68210000000002,200.5584,273.7621,133.58679999999998,170.95839999999998,141.3445,527.8009000000001,518.011,512.2531,515.762,557.7581,439.7,383.8007,475.192,401.8191,405.6743,334.0145,488.9443,246.2749,258.4358,308.6502,262.92220000000003,258.4358,248.34789999999998,194.0835,303.9533,371.4217,305.59,402.96340000000004,405.164,398.59,310.31370000000004,337.2193,518.8059000000001,666.2575,610.7529000000001,96.0685
37,512.2425,429.11220000000003,428.0311,544.7006,378.3598,389.811,334.23490000000004,400.4922,195.93439999999998,91.27510000000001,90.94969999999999,164.1235,88.2642,41.4927,220.03070000000002,148.5787,529.0118,541.5083000000001,242.4582,217.6718,164.4306,202.6258,203.8785,245.5011,234.58870000000002,235.3819,242.8026,283.1687,325.1419,334.2235,197.4408,210.1601,229.37179999999998,199.5649,39.7428,146.54670000000002,0,186.0551,199.6144,93.7566,90.58460000000001,87.126,87.3077,378.35040000000004,365.8127,456.537,246.708,292.9145,324.81870000000004,172.7382,336.00059999999996,319.68420000000003,294.6586,334.5256,226.58329999999998,244.327,291.8108,365.0145,224.8391,276.485,279.2228,501.68309999999997,491.8931,486.1352,489.6441,531.6401999999999,308.36809999999997,229.27970000000002,374.39209999999997,338.9347,311.0372,271.13009999999997,377.32340000000005,83.5394,117.14460000000001,167.3591,121.6311,117.14460000000001,339.6003,285.33590000000004,310.1191,377.5875,311.75579999999997,376.8456,379.04609999999997,372.4722,284.19579999999996,311.1014,492.688,640.1397,584.6351,89.3395
38,479.936,396.8057,395.7247,512.3942,218.105,167.873,163.5958,218.8158,364.54859999999996,259.8893,259.5639,332.7377,211.89839999999998,224.1848,388.6449,249.2788,496.70529999999997,509.2019,255.724,230.9376,191.056,170.3194,171.572,447.9139,408.668,435.1652,382.9859,461.709,519.6677,544.4250999999999,371.5202,384.23940000000005,403.4511,87.0624,220.751,183.5343,186.0551,0,86.8848,109.1134,102.30969999999999,114.2114,111.79769999999999,419.4985,379.8511,497.6851,415.1846,461.3911,493.2953,378.063,504.47720000000004,488.1608,463.1352,225.5153,205.4229,233.7088,182.8005,256.0042,121.1305,194.0475,196.78529999999998,275.4781,255.08339999999998,249.3046,305.4545,305.4353,390.85409999999996,334.9547,426.346,352.9731,356.8283,285.1685,440.0983,278.1535,290.31440000000003,340.5289,294.8009,290.31440000000003,180.6329,155.793,119.67710000000001,187.1455,121.3137,354.11740000000003,356.318,349.744,261.46770000000004,288.3733,342.4138,617.4116,448.1771,100.1447
39,422.8804,339.7501,338.66909999999996,455.3386,158.4839,144.4137,114.35889999999999,155.0949,408.2382,303.57890000000003,303.2534,376.4273,255.43970000000002,267.8743,432.3345,292.82009999999997,371.78909999999996,384.2856,198.6684,173.882,179.0041,113.37819999999999,114.63080000000001,390.8583,388.2044,378.1096,325.9302,404.65340000000003,462.612,487.3695,338.0783,483.5919,407.7688,166.3106,187.3091,227.0756,199.6144,86.8848,0,134.0011,116.5121,134.3588,134.0406,365.2406,325.5931,443.4272,458.8343,505.0408,624.6683,344.6822,530.5047,531.8105,505.8145,337.2277,290.5626,318.8484,294.5129,367.71659999999997,227.5412,279.1871,281.92490000000004,266.6929,256.9029,251.145,254.6539,296.65,336.5961,280.6968,372.0881,298.71520000000004,302.5704,230.91060000000002,385.84040000000005,244.77270000000001,256.9336,307.1481,261.4201,256.9336,287.5493,239.585,180.4661,247.9345,182.1028,233.6619,235.8624,229.2885,141.0122,167.013,277.3852,496.956,349.6449,110.7298
40,435.7903,352.6601,351.579,468.2485,301.90770000000003,313.3589,257.7828,324.04,279.64029999999997,174.981,174.6556,247.8294,126.99010000000001,139.2765,303.73659999999995,164.3705,452.5597,465.0562,211.57829999999998,186.7919,109.7037,126.1737,127.4264,304.6865,293.7741,294.5673,338.84020000000004,342.35409999999996,286.5141,393.4089,256.62620000000004,269.3455,288.5571,122.983,105.8571,98.626,93.7566,109.1134,134.0011,0,9.4251,6.2928999999999995,4.647399999999999,374.8043,335.1569,452.991,332.5956,378.802,410.7063,262.8255,421.88809999999995,405.5717,380.5462,257.4783,210.81320000000002,239.099,214.7635,287.9672,147.7918,199.4377,202.1755,434.26079999999996,424.47090000000003,418.71290000000005,422.2219,464.21790000000004,346.15990000000005,290.2605,381.6518,308.279,312.1342,240.4744,395.4042,162.916,175.0769,225.29129999999998,179.5633,175.0769,262.553,208.2885,213.3098,280.7783,214.9465,309.4233,311.62379999999996,305.04990000000004,216.77360000000002,243.6792,425.2658,572.7174,517.2128,3.4784
41,446.43190000000004,363.30170000000004,362.2206,478.89009999999996,312.5493,324.0005,268.42440000000005,334.6816,269.9232,165.2639,164.9384,238.11229999999998,117.27289999999999,129.55939999999998,294.0195,154.6534,463.2013,475.6978,195.9471,171.16070000000002,117.9195,136.81529999999998,138.068,309.968,299.05559999999997,299.8488,323.209,347.63559999999995,291.7956,398.6904,261.90770000000003,274.627,293.8387,116.1851,111.13860000000001,88.90889999999999,90.58460000000001,102.30969999999999,116.5121,9.4251,0,10.6214,10.6616,358.4628,318.8154,436.6495,320.7902,366.99670000000003,398.90090000000004,268.70709999999997,410.08279999999996,393.76640000000003,368.7408,251.8441,205.1791,233.4649,209.1293,282.3331,142.1577,193.80360000000002,196.54139999999998,442.8076,433.0177,344.94140000000004,430.7687,472.7648,329.8184,273.919,365.3103,291.9375,295.7927,224.1329,379.0627,168.79760000000002,180.9585,231.173,185.445,180.9585,256.9188,202.65439999999998,215.3138,282.7822,216.9505,317.9701,320.1706,313.5967,225.3204,252.226,433.8126,581.2642,525.7596,7.447
42,436.148,353.0177,351.93670000000003,468.6062,302.26529999999997,313.7165,258.1404,324.3977,279.3329,174.6736,174.34820000000002,247.522,126.53439999999999,138.9691,303.42920000000004,163.9149,452.9173,465.4138,187.8821,163.0958,109.8545,126.5313,127.784,300.1727,289.2603,290.0535,315.144,337.8403,282.0003,388.89509999999996,252.1125,264.8318,284.0434,128.081,101.3433,98.1704,87.126,114.2114,134.3588,6.2928999999999995,10.6214,0,3.179,352.15290000000005,312.5054,430.3395,329.652,375.8585,407.7627,259.7544,418.9446,402.6282,377.6026,261.0692,214.4041,242.69,218.3544,291.55809999999997,151.38279999999997,203.0286,205.7665,441.6495,431.8596,426.1017,429.6106,471.6067,323.50840000000005,267.60909999999996,359.0003,285.6275,289.4827,217.8229,372.7527,159.8449,172.0058,222.22029999999998,176.4923,172.0058,266.14390000000003,211.8795,217.30120000000002,284.7697,218.93789999999998,316.8121,319.01259999999996,312.43859999999995,224.1623,251.06789999999998,432.6545,580.1062,524.6016,7.1778
43,435.8298,352.6995,351.6184,468.28790000000004,301.9471,313.3983,257.8222,324.0795,278.0013,173.342,173.0165,246.19039999999998,131.9195,137.63739999999999,302.0976,169.3,452.59909999999996,465.0956,186.9992,162.2129,108.9717,126.21310000000001,127.4658,300.3544,289.442,290.2352,314.2611,338.022,282.182,389.0768,252.29420000000002,265.0135,284.2251,125.6673,101.525,103.5555,87.3077,111.79769999999999,134.0406,4.647399999999999,10.6616,3.179,0,349.6651,310.01759999999996,427.8517,335.43859999999995,381.64509999999996,413.54940000000005,259.0179,424.7312,408.4148,383.3893,260.4687,213.80370000000002,242.0895,217.7539,290.9577,150.7823,202.4282,205.166,434.0098,424.2199,418.462,421.97090000000003,463.967,321.0206,265.12129999999996,356.51259999999996,283.1397,286.99490000000003,215.3351,370.2649,159.1084,171.2693,221.4838,175.7558,171.2693,265.5434,211.279,216.3003,283.7687,217.937,309.1723,311.3729,304.7989,216.5226,243.4282,425.0148,572.4664,516.9618,7.1291
44,198.46529999999998,133.8199,137.0867,230.9235,463.3145,474.76559999999995,419.1896,485.4468,411.5116,481.1547,481.999,562.304,496.7085,403.2561,451.50140000000005,534.089,300.3227,407.4352,179.9036,210.43710000000002,247.2076,264.97429999999997,289.2086,166.2561,163.6021,153.5074,129.7662,180.05110000000002,238.00979999999998,262.7673,183.79270000000002,258.9896,183.1665,489.5816,337.6058,468.3445,378.35040000000004,419.4985,365.2406,374.8043,358.4628,352.15290000000005,349.6651,0,51.2845,70.24239999999999,336.24559999999997,372.67470000000003,394.45009999999996,287.2075,300.2865,399.44440000000003,275.5963,624.0598,577.3947,605.6805,581.345,654.5486999999999,514.3733,566.0192,568.757,597.3295,587.5395,581.7816,585.2905,627.2866,95.0942,127.883,31.5244,74.3675,77.5528,132.5255,118.54960000000001,319.4457,268.40709999999996,249.4306,265.9533,268.40709999999996,629.1344,574.87,528.814,630.5624,530.4507,318.8072,318.246,326.7763,379.9825,261.5317,432.59040000000005,517.5347,555.8298000000001,375.8461
45,164.8843,100.2389,103.50569999999999,197.3424,415.135,435.1182,379.5421,445.79940000000005,446.6425,516.2855999999999,517.1299,597.435,457.06109999999995,438.3871,486.6324,494.4416,266.74170000000004,373.8542,140.2562,170.7897,207.5602,210.12820000000002,211.0323,201.387,198.7331,188.6383,164.8971,215.182,273.14070000000004,297.89820000000003,218.9236,294.1205,218.29739999999998,449.9341,372.7368,428.6971,365.8127,379.8511,325.5931,335.1569,318.8154,312.5054,310.01759999999996,51.2845,0,59.7766,372.2405,408.6696,430.445,323.2024,336.2814,435.4393,311.5912,583.4735,536.8084,565.0942,540.7587,613.9624,473.787,525.4329,528.1706999999999,556.7432,546.9531999999999,541.1953000000001,544.7041999999999,586.7003000000001,131.0891,163.87789999999998,78.326,110.3624,113.54769999999999,94.48819999999999,154.5445,355.44059999999996,304.402,285.4256,301.9482,304.402,588.5481,534.2837,488.2277,589.9761,489.86440000000005,284.2338,283.6727,292.2029,209.99110000000002,160.1997,398.017,482.9614,521.2565,335.2598
