From \ To,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
46,110.7198,91.4715,94.73830000000001,188.5751,406.3677,491.02979999999997,497.37620000000004,462.878,489.6982,559.3413,560.1856,640.4907,574.8951999999999,481.4428,529.6881,612.2755999999999,257.9744,365.0868,258.0903,288.62379999999996,325.3943,343.161,322.4353,244.4427,241.78879999999998,231.694,207.9528,258.2377,316.19640000000004,340.95390000000003,261.9794,337.17629999999997,261.3532,567.7682,415.7925,546.5310999999999,456.537,497.6851,443.4272,452.991,436.6495,430.3395,427.8517,70.24239999999999,59.7766,0,415.1204,451.54940000000005,473.3248,366.0823,379.1613,478.3192,354.4711,702.9345,656.2694,684.5553000000001,660.2197,733.4235,593.2481,644.894,647.6318,596.035,586.2451,580.4871999999999,583.9961,625.9921999999999,173.969,206.7577,85.3395,153.24220000000003,156.4275,211.4002,197.4244,398.3205,347.2818,328.3054,344.82809999999995,347.2818,708.0092,653.7448,607.6888,629.2679,609.3255,274.3341,273.77290000000005,282.3031,266.84990000000005,217.0585,388.1172,473.0616,511.3567,454.7208
47,519.8032000000001,455.1578,458.4246,552.2614,664.5377,675.9889000000001,620.4128000000001,686.6700999999999,84.3476,167.7018,168.5461,248.8512,253.2244,208.3117,124.33739999999999,290.0107,621.6606999999999,728.7731,381.12690000000003,411.66040000000004,448.4309,466.19759999999997,490.43190000000004,174.63070000000002,178.0841,187.5156,232.7279,203.6782,100.5123,184.2961,214.9977,112.352,174.3377,429.0601,269.6155,283.2473,246.708,415.1846,458.8343,332.5956,320.7902,329.652,335.43859999999995,336.24559999999997,372.2405,415.1204,0,46.105,81.3793,73.1644,113.5215,72.87469999999999,72.1795,565.2601999999999,370.40990000000005,388.1535,522.5454,595.7491,455.57370000000003,507.21959999999996,509.9574,797.8635,788.0735999999999,782.3157,785.8246,827.8206,267.6995,287.76120000000003,333.7235,276.4875,270.36859999999996,333.0595,336.65479999999997,174.96779999999998,171.9058,158.0186,173.2379,171.9058,570.3349000000001,516.0705,537.2086999999999,604.6771,538.8454,639.2101,638.6489,668.7928,580.5165,555.5232,752.9933000000001,837.9376,880.8155,329.32390000000004
48,556.2321999999999,491.5868,494.8537,588.6904000000001,700.9668,712.4179,656.8418,723.0991,66.3594,213.9083,214.7526,172.4847,299.4308,254.5181,80.81230000000001,336.21709999999996,658.0897,765.2022,417.5559,448.0894,484.85990000000004,502.6266,526.8609,211.0598,214.5131,223.9446,269.157,240.10729999999998,136.9414,220.7251,251.4267,148.7811,210.76670000000001,475.2665,315.8219,329.4538,292.9145,461.3911,505.0408,378.802,366.99670000000003,375.8585,381.64509999999996,372.67470000000003,408.6696,451.54940000000005,46.105,0,99.09060000000001,108.79339999999999,149.1505,29.807299999999998,107.80860000000001,612.0669,417.21659999999997,434.9602,569.3521,642.5558000000001,502.3804,554.0263,556.7641,833.4925999999999,823.7026,817.9446999999999,821.4535999999999,863.4497,303.3285,323.39029999999997,369.3526,312.11659999999995,305.9977,368.68859999999995,372.2839,210.5969,207.5348,193.64770000000001,208.867,207.5348,617.1415,562.8770999999999,584.0154,651.4838000000001,585.6521,674.8391,674.278,704.4219,616.1456,591.1522,788.6223,873.5667,916.4445999999999,376.1305
49,578.0077,513.3623,516.6291,610.4659,722.7421999999999,734.1933,678.6171999999999,744.8745,149.5463,245.8126,246.6569,326.9619,331.33509999999995,286.42240000000004,179.0662,368.12140000000005,679.8651,786.9775999999999,439.3313,469.8648,506.6353,524.402,548.6363,232.83520000000001,236.2885,245.72,290.93240000000003,261.8827,123.019,130.50639999999999,273.2021,170.5565,232.5422,507.1708,347.7262,361.358,324.81870000000004,493.2953,624.6683,410.7063,398.90090000000004,407.7627,413.54940000000005,394.45009999999996,430.445,473.3248,81.3793,99.09060000000001,0,141.696,67.084,69.95339999999999,109.57119999999999,642.6715,447.82120000000003,465.5648,599.9567,673.1604,532.985,584.6309,587.3687,855.6605,845.8706,840.1125999999999,843.6216,885.6175999999999,325.4965,345.5582,391.5205,334.2845,328.1656,390.8565,394.4518,241.1096,240.4374,215.81560000000002,241.7695,240.4374,647.7461999999999,593.4816999999999,614.62,682.0884,616.2566999999999,697.0070999999999,696.4459,726.5898000000001,638.3135,613.3202,810.7901999999999,895.7346,938.6125,406.7351
50,470.76509999999996,406.1197,409.3865,503.2233,615.4996,626.9508000000001,571.3747,637.632,116.97439999999999,195.48729999999998,196.3316,276.6367,281.0099,236.0971,186.984,317.7962,572.6225999999999,679.735,332.0888,362.6223,202.426,417.1595,441.3938,125.5926,129.046,138.4775,183.6898,154.64010000000002,49.8842,135.258,165.9596,45.6433,125.29960000000001,391.9326,154.5319,311.0328,172.7382,378.063,344.6822,262.8255,268.70709999999997,259.7544,259.0179,287.2075,323.2024,366.0823,73.1644,108.79339999999999,141.696,0,79.80160000000001,145.8353,34.5756,527.1877,398.213,415.9567,484.47290000000004,557.6767,417.5013,469.1472,471.885,590.9072,581.1173,575.3594,578.8683000000001,620.8644,218.4744,238.5361,284.4984,227.26239999999999,221.1435,283.8344,287.4297,109.41510000000001,101.8461,69.4482,103.1782,101.8461,532.2624000000001,477.998,483.0193,550.4876999999999,484.656,589.985,589.4238,461.8366,373.5602,348.56690000000003,703.7681,788.7125,673.8593000000001,265.5936
51,483.84409999999997,419.19870000000003,422.4655,516.3023,628.5785999999999,640.0298,584.4536999999999,650.711,187.35129999999998,256.9944,257.8387,338.1438,342.5169,297.6042,227.3411,379.3033,585.7016,692.814,345.1678,375.7013,412.4718,430.2385,454.4728,138.6716,142.125,151.5565,196.7688,167.7191,56.295300000000005,72.2254,179.0386,74.6584,138.3786,518.3525999999999,243.5824,372.53990000000005,336.00059999999996,504.47720000000004,530.5047,421.88809999999995,410.08279999999996,418.9446,424.7312,300.2865,336.2814,379.1613,113.5215,149.1505,67.084,79.80160000000001,0,175.47310000000002,42.8366,653.9887,459.13840000000005,476.882,611.2739,684.4775999999999,544.3022,595.9481,598.6859000000001,761.4849,751.695,745.9371,749.446,791.4421,231.3209,251.3826,297.345,240.1089,233.9901,296.6809,300.2762,187.1384,167.8575,119.2093,169.18970000000002,167.8575,659.0633,604.7989,625.9372,794.7178,627.5739,602.8315,602.2703,632.4141999999999,544.1379000000001,519.1446,716.6147,801.559,844.4369,418.0523
52,583.002,518.3566,521.6234000000001,615.4602,727.7365,739.1876,683.6115,749.8688000000001,107.5317,240.678,241.5223,201.4553,326.20059999999995,281.2878,109.7829,362.98690000000005,684.8594,791.9719,444.32559999999995,474.85909999999996,511.6296,529.3963,553.6306,237.8295,241.28279999999998,250.71429999999998,295.92670000000004,266.877,163.71110000000002,247.4949,278.19640000000004,175.55079999999998,237.5365,502.0362,342.5917,356.2235,319.68420000000003,488.1608,531.8105,405.5717,393.76640000000003,402.6282,408.4148,399.44440000000003,435.4393,478.3192,72.87469999999999,29.807299999999998,69.95339999999999,145.8353,175.47310000000002,0,134.9906,639.2488000000001,444.3985,462.1422,596.534,669.7376999999999,529.5624,581.2083,583.9461,860.6745,850.8846,845.1266999999999,848.6356,890.6316999999999,330.5105,350.5723,396.53459999999995,339.2985,333.1797,395.8705,399.4658,237.7789,234.71679999999998,220.8297,236.049,234.71679999999998,644.3235,590.0591,611.1973,678.6658,612.834,702.0210999999999,701.46,731.6039000000001,643.3275,618.3342,815.8043,900.7486,943.6265999999999,403.3125
53,459.1539,394.5085,397.7753,491.6121,603.8884,615.3396,559.7635,626.0206999999999,146.0094,215.6525,216.49679999999998,296.8018,301.175,256.2623,185.9992,337.9613,561.0114,668.1238000000001,320.4776,351.0111,387.78159999999997,405.5483,429.7826,113.9814,117.43480000000001,126.86630000000001,172.0786,143.0289,39.863,123.6468,154.3484,51.7027,113.68839999999999,477.0107,308.1615,331.1979,294.6586,463.1352,505.8145,380.5462,368.7408,377.6026,383.3893,275.5963,311.5912,354.4711,72.1795,107.80860000000001,109.57119999999999,34.5756,42.8366,134.9906,0,612.8408000000001,417.9905,435.7342,570.126,643.3297,503.1544,554.8001999999999,557.538,736.1791999999999,726.3893,720.6314,724.1403,766.1364,206.01520000000002,226.077,272.03929999999997,214.8032,208.68439999999998,271.3752,274.9705,143.067,144.98260000000002,96.33439999999999,146.3148,144.98260000000002,617.9155,563.6510999999999,584.7893,769.4121,586.426,577.5258,576.9647,607.1085,518.8322000000001,493.8389,691.309,776.2533000000001,819.1311999999999,376.9045
54,685.1902,602.0599,600.9789000000001,717.6484,551.3076,347.21009999999995,507.1826,373.74920000000003,513.0191,408.3598,408.0344,481.20820000000003,273.2669,372.6553,537.1154,235.09779999999998,701.9595,714.456,460.9781,436.1918,365.2565,375.5735,376.82620000000003,568.0513000000001,557.139,557.9321,588.24,605.7189000000001,549.879,656.7737,519.9911,532.7104,551.922,143.6625,369.2219,243.2732,334.5256,225.5153,337.2277,257.4783,251.8441,261.0692,260.4687,624.0598,583.4735,702.9345,565.2601999999999,612.0669,642.6715,527.1877,653.9887,639.2488000000001,612.8408000000001,0,136.2535,150.6694,44.2344,32.9411,112.7845,92.9812,95.4252,407.2212,386.82640000000004,381.0476,437.1975,437.1783,596.8597,540.9604,632.3516,558.9788000000001,562.834,491.1742,646.104,427.9457,440.10659999999996,490.3211,444.5931,440.10659999999996,99.6581,95.5072,241.8816,318.8885,194.86360000000002,560.1231,562.3236999999999,555.7497,467.4734,494.379,530.5246999999999,823.4172,579.9201999999999,255.6766
55,638.5251,555.3948,554.3138,670.9833000000001,504.6425,516.0935999999999,460.5175,526.7748,318.1688,204.38989999999998,203.2183,232.1262,137.4987,201.17860000000002,326.0258,101.8852,655.2944,667.7909000000001,414.313,389.5267,318.5914,328.90840000000003,330.1611,498.2095,487.29720000000003,488.0903,541.5749000000001,535.8770999999999,447.3763,531.1600999999999,450.1493,459.216,482.0802,144.10060000000001,299.38009999999997,101.55510000000001,226.58329999999998,205.4229,290.5626,210.81320000000002,205.1791,214.4041,213.80370000000002,577.3947,536.8084,656.2694,370.40990000000005,417.21659999999997,447.82120000000003,398.213,459.13840000000005,444.3985,417.9905,136.2535,0,28.9313,125.388,175.0826,106.0484,45.1481,42.3033,470.3342,449.9395,444.1607,500.31059999999997,500.2914,550.0811,494.1818,585.5731,512.2002,516.0554000000001,444.3956,599.3254000000001,357.9999,370.1608,420.3753,374.6473,370.1608,209.6227,167.0604,314.5331,382.0016,255.0865,513.3445,515.5450999999999,508.9711,420.6948,447.60040000000004,629.187,776.6386,721.134,208.898
56,666.8109000000001,583.6806,582.5996,699.2691,532.9283,544.3795,488.8034,555.0606,335.91240000000005,222.1335,220.962,249.8699,155.2423,218.9222,343.7694,119.62889999999999,683.5802,696.0767,442.5989,417.8125,346.8773,357.1943,358.4469,526.4954,515.583,516.3762,569.8608,564.1629,465.12,548.9038,478.4351,476.9597,510.366,172.38639999999998,327.666,130.68210000000002,244.327,233.7088,318.8484,239.099,233.4649,242.69,242.0895,605.6805,565.0942,684.5553000000001,388.1535,434.9602,465.5648,415.9567,476.882,462.1422,435.7342,150.6694,28.9313,0,138.0733,189.3685,134.35729999999998,60.1155,56.968300000000006,515.7266,495.3318,489.5531,545.7029,545.6838,595.4735,539.5741999999999,630.9654,557.5926,561.4478,489.788,644.7178,386.30879999999996,398.46959999999996,448.6841,402.9561,398.46959999999996,222.308,188.4872,359.9255,427.39390000000003,283.1628,558.7369,560.9375,554.3635,466.0872,492.9928,674.5794000000001,822.031,766.5264,254.2904
57,642.4754,559.3451,558.2641,674.9336,508.5928,312.2517,464.4678,338.7909,470.3043,365.645,365.3196,438.4934,230.5521,329.9405,494.4006,228.9835,659.2447,671.7411999999999,418.2633,393.477,322.5417,332.8587,334.1114,525.3365,514.4242,515.2173,545.5251999999999,563.0041,507.1642,614.059,477.2763,489.99559999999997,509.2072,100.9477,326.5071,200.5584,291.8108,182.8005,294.5129,214.7635,209.1293,218.3544,217.7539,581.345,540.7587,660.2197,522.5454,569.3521,599.9567,484.47290000000004,611.2739,596.534,570.126,44.2344,125.388,138.0733,0,80.8637,69.4962,80.7881,83.5259,372.1556,351.76090000000005,345.9821,402.132,402.1128,553.5714,497.6721,589.0634,515.6905,519.5457,447.88590000000005,602.8157,384.6575,396.81829999999997,447.0328,401.3048,396.81829999999997,85.56230000000001,52.218900000000005,206.8161,283.823,159.798,516.8348,519.0354,512.4614,424.1851,451.0907,632.6773000000001,780.1289,544.8546,212.3883
58,715.6791,632.5488,631.4678,748.1373000000001,581.7965,358.6491,537.6715,385.1882,543.508,438.8488,438.5233,511.6971,303.75579999999997,403.1442,567.6043000000001,302.1872,732.4484,744.9449000000001,491.467,466.6807,395.7454,406.0624,407.3151,598.5403,587.6279000000001,588.4211,618.7289000000001,636.2078,580.3679000000001,687.2627,550.48,563.1993,582.4109,174.1514,399.71090000000004,273.7621,365.0145,256.0042,367.71659999999997,287.9672,282.3331,291.55809999999997,290.9577,654.5486999999999,613.9624,733.4235,595.7491,642.5558000000001,673.1604,557.6767,684.4775999999999,669.7376999999999,643.3297,32.9411,175.0826,189.3685,80.8637,0,143.1828,133.4869,135.9309,419.1419,398.7471,392.96840000000003,449.1182,449.09909999999996,627.258,571.3586,662.7499,589.3770999999999,593.2323,521.5724,676.5023,458.344,470.5049,520.7193,474.99129999999997,470.5049,91.8955,113.2957,253.8024,330.80920000000003,206.7843,590.5214,592.7219,586.148,497.8716,524.7772,542.4455,853.8155,591.8409,286.0749
59,575.5037,492.3735,491.29240000000004,607.9619,441.62109999999996,453.0723,397.4962,463.7534,403.33259999999996,298.6734,298.34790000000004,371.5218,163.5804,262.9688,427.429,161.05,592.2731,604.7696,351.2917,326.5053,255.5701,265.8871,267.1398,458.36490000000003,447.4525,448.2457,478.55359999999996,496.0325,440.1925,547.0873,410.3047,423.024,442.2356,39.277699999999996,259.5355,133.58679999999998,224.8391,121.1305,227.5412,147.7918,142.1577,151.38279999999997,150.7823,514.3733,473.787,593.2481,455.57370000000003,502.3804,532.985,417.5013,544.3022,529.5624,503.1544,112.7845,106.0484,134.35729999999998,69.4962,143.1828,0,94.98360000000001,97.72139999999999,357.88620000000003,337.4914,331.71259999999995,387.8625,387.8433,486.23720000000003,430.3378,521.7291,448.3562,452.2114,380.55159999999995,535.4815,317.3232,329.484,379.6985,333.9705,329.484,116.13,61.8656,192.54670000000002,269.5535,148.5556,449.50059999999996,451.7011,445.1271,356.8508,383.75640000000004,565.343,712.7946999999999,530.5852,145.0541
60,627.1496,544.0193,542.9383,659.6078,493.267,504.7182,449.14209999999997,515.3993,454.9785,350.3193,349.99379999999996,274.7604,180.1329,314.6147,368.66,144.5195,643.9189,656.4154,402.9375,378.1512,307.216,317.533,318.7856,510.01079999999996,499.0984,499.8916,530.1994,547.6784,491.83840000000004,598.7331999999999,461.9505,474.6698,493.88140000000004,132.9882,311.1814,170.95839999999998,276.485,194.0475,279.1871,199.4377,193.80360000000002,203.0286,202.4282,566.0192,525.4329,644.894,507.21959999999996,554.0263,584.6309,469.1472,595.9481,581.2083,554.8001999999999,92.9812,45.1481,60.1155,80.7881,133.4869,94.98360000000001,0,4.4286,457.98940000000005,437.5947,431.8159,487.9658,487.9466,537.7364,481.837,573.2283,499.85540000000003,503.7106,432.0508,586.9807,368.8224,380.9832,431.1977,385.4697,380.9832,164.8833,131.0625,302.1884,369.6568,225.4257,500.9998,503.20029999999997,496.6263,408.35,435.25559999999996,616.8421999999999,764.2939,708.7893,196.5532
61,629.8874000000001,546.7570999999999,545.6761,662.3456,496.0048,507.456,451.8799,518.1371,457.7163,244.17929999999998,243.00779999999997,271.9156,177.28810000000001,317.3525,365.8152,141.6747,646.6567,659.1532,405.6754,380.889,309.9538,320.2708,321.52340000000004,512.7486,501.8362,502.62940000000003,532.9373,550.4162,494.57620000000003,601.471,464.68829999999997,477.4076,496.6193,135.726,313.9192,141.3445,279.2228,196.78529999999998,281.92490000000004,202.1755,196.54139999999998,205.7665,205.166,568.757,528.1706999999999,647.6318,509.9574,556.7641,587.3687,471.885,598.6859000000001,583.9461,557.538,95.4252,42.3033,56.968300000000006,83.5259,135.9309,97.72139999999999,4.4286,0,460.79859999999996,440.4038,434.6251,490.775,490.75579999999997,540.5455,484.6462,576.0375,502.66459999999995,506.5198,434.86,589.7898,371.6316,383.79240000000004,434.00690000000003,388.2789,383.79240000000004,167.6925,133.8717,304.9975,372.46590000000003,228.23479999999998,503.80890000000005,506.0095,499.4355,411.1592,438.0648,619.6514,767.103,711.5984,199.3624
62,586.8518,503.15270000000004,500.8872,547.9457,186.3476,141.72379999999998,188.39079999999998,137.3508,708.9635,604.3041999999999,603.9787,677.1526,556.165,568.5997,733.0598,593.5454,473.7063,486.20279999999997,434.2478,409.4615,414.5836,348.9577,350.21029999999996,626.4378,623.7839,613.6890999999999,561.5097,640.2328,698.1915,722.949,601.4265,719.1714000000001,643.3483,332.3213,489.3778,527.8009000000001,501.68309999999997,275.4781,266.6929,434.26079999999996,442.8076,441.6495,434.0098,597.3295,556.7432,596.035,797.8635,833.4925999999999,855.6605,590.9072,761.4849,860.6745,736.1791999999999,407.2212,470.3342,515.7266,372.1556,419.1419,357.88620000000003,457.98940000000005,460.79859999999996,0,11.8695,17.0587,63.1278,41.8588,569.692,513.7926,605.1839,531.8111,535.6663000000001,464.0065,618.9363000000001,549.7953,491.3123,540.9773,490.6816,491.3123,306.3793,309.52340000000004,146.2575,79.8836,200.9328,322.5779,333.59479999999996,327.0208,303.49159999999995,355.0597,303.7585,373.665,184.60070000000002,438.1158
63,577.0618000000001,493.3627,491.0972,538.1558,176.5577,131.9339,178.6009,127.5608,699.1735,594.5143,594.1888,667.3626999999999,546.3751,558.8096999999999,723.2699,583.7555,463.9163,476.41290000000004,424.4579,399.67159999999996,404.79359999999997,339.1677,340.42040000000003,616.6479,613.9939,603.8992,551.7198000000001,630.4429,688.4016,713.1591,591.6365999999999,709.3814,633.5583,311.9265,479.58790000000005,518.011,491.8931,255.08339999999998,256.9029,424.47090000000003,433.0177,431.8596,424.2199,587.5395,546.9531999999999,586.2451,788.0735999999999,823.7026,845.8706,581.1173,751.695,850.8846,726.3893,386.82640000000004,449.9395,495.3318,351.76090000000005,398.7471,337.4914,437.5947,440.4038,11.8695,0,6.7301,59.0882,48.6683,559.8927,503.9933,595.3846,522.0117,525.8669,454.20709999999997,609.1369,539.996,481.513,531.1779,480.8823,481.513,298.5107,301.65479999999997,138.389,72.015,193.06429999999997,312.7785,323.79540000000003,317.2215,293.6922,345.2603,293.9592,380.4745,191.4101,428.3165
64,571.3039,487.6048,485.3393,532.3979,170.79979999999998,126.176,172.843,121.8029,693.4155999999999,588.7564,588.4309000000001,661.6048000000001,540.6170999999999,553.0518000000001,717.512,577.9975999999999,458.15840000000003,470.6549,418.7,393.9136,399.0357,333.40979999999996,334.6625,610.89,608.236,598.1413,545.9619,624.685,682.6437,707.4011999999999,585.8787,703.6235,627.8004,306.14779999999996,473.83,512.2531,486.1352,249.3046,251.145,418.71290000000005,344.94140000000004,426.1017,418.462,581.7816,541.1953000000001,580.4871999999999,782.3157,817.9446999999999,840.1125999999999,575.3594,745.9371,845.1266999999999,720.6314,381.0476,444.1607,489.5531,345.9821,392.96840000000003,331.71259999999995,431.8159,434.6251,17.0587,6.7301,0,59.932900000000004,60.4167,554.0699000000001,498.1705,589.5618000000001,516.1889,520.0441,448.3843,603.3141999999999,534.1732,475.6902,525.3551,475.0595,475.6902,292.0635,295.2075,131.94170000000003,65.5678,186.617,306.9558,317.97270000000003,311.3987,287.86940000000004,339.4376,288.13640000000004,392.22290000000004,203.1586,339.9047
65,574.8128,491.1137,488.8482,535.9068000000001,174.30870000000002,129.6849,176.3519,125.3118,696.9245,592.2653,591.9398,665.1137,544.1261,556.5607,721.0209,581.5065,461.6673,262.613,422.2089,397.4226,402.5446,336.9187,338.1714,614.3989,611.7449,601.6501999999999,549.4708,628.1939,686.1526,710.9100999999999,589.3876,707.1324000000001,631.3093,362.2977,477.3389,515.762,489.6441,305.4545,254.6539,422.2219,430.7687,429.6106,421.97090000000003,585.2905,544.7041999999999,583.9961,785.8246,821.4535999999999,843.6216,578.8683000000001,749.446,848.6356,724.1403,437.1975,500.31059999999997,545.7029,402.132,449.1182,387.8625,487.9658,490.775,63.1278,59.0882,59.932900000000004,0,74.6703,545.8595,489.9602,581.3515,507.9786,511.8338,440.174,595.1038000000001,525.9629,467.47990000000004,517.1448,466.84909999999996,467.47990000000004,346.98220000000003,350.12620000000004,186.8604,120.48639999999999,241.53570000000002,298.7454,309.7623,303.1884,279.65909999999997,331.22720000000004,159.05679999999998,332.8948,138.9624,414.2833
66,616.8089,533.1098000000001,530.8443000000001,577.9029,216.30470000000003,171.681,218.348,167.3079,738.9205999999999,634.2614,633.9359000000001,707.1097,586.1220999999999,598.5568000000001,763.017,623.5026,503.6634,516.1599,464.205,439.41859999999997,444.5407,378.9148,380.1675,656.395,653.741,643.6463,591.4669,670.19,728.1487,752.9061999999999,631.3837,749.1285,673.3054000000001,362.2785,519.335,557.7581,531.6401999999999,305.4353,296.65,464.21790000000004,472.7648,471.6067,463.967,627.2866,586.7003000000001,625.9921999999999,827.8206,863.4497,885.6175999999999,620.8644,791.4421,890.6316999999999,766.1364,437.1783,500.2914,545.6838,402.1128,449.09909999999996,387.8433,487.9466,490.75579999999997,41.8588,48.6683,60.4167,74.6703,0,599.4646,543.5652,634.9565,561.5835999999999,565.4388,493.779,648.7089,579.5679,521.0849000000001,570.7499,520.4542,521.0849000000001,350.8531,353.9971,190.73129999999998,124.3574,245.4066,352.3505,363.36740000000003,356.7934,333.2641,384.8323,233.52470000000002,351.2933,162.229,467.88840000000005
67,278.6518,214.00639999999999,217.2732,311.11,434.6701,446.1212,390.5451,456.80240000000003,341.5293,411.17240000000004,412.0167,492.3218,468.0641,333.2739,381.5191,505.4446,380.5092,487.62170000000003,151.25920000000002,181.79270000000002,218.56320000000002,236.32989999999998,260.5642,96.27380000000001,93.6198,83.52510000000001,59.564099999999996,110.0688,168.0275,192.785,113.81039999999999,189.0073,113.1842,460.9371,267.62359999999995,439.7,308.36809999999997,390.85409999999996,336.5961,346.15990000000005,329.8184,323.50840000000005,321.0206,95.0942,131.0891,173.969,267.6995,303.3285,325.4965,218.4744,231.3209,330.5105,206.01520000000002,596.8597,550.0811,595.4735,553.5714,627.258,486.23720000000003,537.7364,540.5455,569.692,559.8927,554.0699000000001,545.8595,599.4646,0,58.5683,75.83019999999999,35.676199999999994,29.5574,103.8665,69.489,250.35070000000002,199.312,180.3356,196.85829999999999,199.312,600.4755,546.2111,500.1551,601.9034,501.79179999999997,398.5615,398.0004,406.5306,351.3235,326.3302,512.3447,597.289,651.6225999999999,347.1871
68,311.4405,246.79510000000002,250.062,343.8987,378.77070000000003,390.2219,334.6458,400.903,361.5911,303.96790000000004,303.6424,376.8163,412.16470000000004,254.1854,401.58090000000004,449.5452,413.298,520.4105,95.3598,125.8933,162.66379999999998,180.4305,204.66479999999999,116.3355,113.6816,103.5868,32.485099999999996,130.13060000000002,188.08929999999998,212.8467,55.6164,209.0691,89.241,405.0378,188.5351,383.8007,229.27970000000002,334.9547,280.6968,290.2605,273.919,267.60909999999996,265.12129999999996,127.883,163.87789999999998,206.7577,287.76120000000003,323.39029999999997,345.5582,238.5361,251.3826,350.5723,226.077,540.9604,494.1818,539.5741999999999,497.6721,571.3586,430.3378,481.837,484.6462,513.7926,503.9933,498.1705,489.9602,543.5652,58.5683,0,123.8863,53.7136,53.6443,54.334,126.5977,164.9613,113.92269999999999,113.8117,111.46889999999999,113.92269999999999,543.9267,489.6623,443.6063,545.3546,445.243,387.42440000000005,389.625,383.051,294.7747,269.7814,503.1267,628.1003000000001,595.0736999999999,290.6383
