From \ To,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
69,227.5172,162.87179999999998,166.1386,259.9754,470.162,481.6131,426.037,492.29429999999996,407.5534,477.1965,478.0408,558.3458,503.556,399.2979,447.5432,540.9365,329.3746,436.4871,186.7511,217.2846,254.0551,271.8218,296.05609999999996,162.2979,159.6439,149.5492,125.808,176.0929,234.0516,258.8091,179.8345,255.0314,179.20829999999998,496.42909999999995,333.64759999999995,475.192,374.39209999999997,426.346,372.0881,381.6518,365.3103,359.0003,356.51259999999996,31.5244,78.326,85.3395,333.7235,369.3526,391.5205,284.4984,297.345,396.53459999999995,272.03929999999997,632.3516,585.5731,630.9654,589.0634,662.7499,521.7291,573.2283,576.0375,605.1839,595.3846,589.5618000000001,581.3515,634.9565,75.83019999999999,123.8863,0,91.7453,82.1228,149.9033,63.3187,316.5691,265.53040000000004,246.554,263.0767,265.53040000000004,646.5123000000001,592.2479000000001,546.1919,647.9402,547.8285999999999,345.7819,345.2208,353.751,397.3603,288.50640000000004,459.5651,544.5094,582.8045,393.2239
70,257.925,193.27960000000002,196.5465,290.3832,396.78909999999996,408.2403,352.6642,418.9214,350.3173,419.96040000000005,420.8047,501.1098,430.1832,342.06190000000004,390.3072,467.56359999999995,359.7825,466.895,113.3783,143.9118,180.6823,198.449,222.68329999999997,105.0618,102.4079,92.3131,54.086400000000005,118.8568,176.8155,201.573,94.00319999999999,197.7954,121.9723,423.0562,276.41159999999996,401.8191,338.9347,352.9731,298.71520000000004,308.279,291.9375,285.6275,283.1397,74.3675,110.3624,153.24220000000003,276.4875,312.11659999999995,334.2845,227.26239999999999,240.1089,339.2985,214.8032,558.9788000000001,512.2002,557.5926,515.6905,589.3770999999999,448.3562,499.85540000000003,502.66459999999995,531.8111,522.0117,516.1889,507.9786,561.5835999999999,35.676199999999994,53.7136,91.7453,0,9.134799999999998,63.459900000000005,93.9745,259.1856,208.147,189.1706,205.69320000000002,208.147,560.0689,505.8045,459.7485,561.4968,461.3852,403.5667,374.3418,399.1932,310.9169,285.92359999999996,488.68609999999995,573.6304,611.2159,306.7805
71,261.11039999999997,196.465,199.7318,293.5686,400.6443,412.0955,356.5194,422.7766,344.1985,413.84159999999997,414.6859,494.9909,434.0384,335.943,384.18829999999997,471.4188,362.9678,470.08029999999997,117.2335,147.767,184.5375,202.3042,226.5385,98.943,96.289,86.1943,52.2166,112.738,170.69670000000002,195.4541,116.4796,191.6765,115.8534,426.9114,270.2927,405.6743,311.0372,356.8283,302.5704,312.1342,295.7927,289.4827,286.99490000000003,77.5528,113.54769999999999,156.4275,270.36859999999996,305.9977,328.1656,221.1435,233.9901,333.1797,208.68439999999998,562.834,516.0554000000001,561.4478,519.5457,593.2323,452.2114,503.7106,506.5198,535.6663000000001,525.8669,520.0441,511.8338,565.4388,29.5574,53.6443,82.1228,9.134799999999998,0,69.169,85.9408,250.7936,199.7549,180.7785,197.30120000000002,199.7549,565.7779,511.5135,465.4575,567.2059,467.0942,378.53020000000004,377.96909999999997,404.90229999999997,316.626,291.63259999999997,492.3134,577.2578000000001,616.925,312.4895
72,316.0831,251.4377,199.6064,348.5412,328.9845,340.4357,284.8596,351.1168,406.8893,410.51779999999997,410.1923,483.3662,362.37859999999995,374.8132,446.8792,399.759,417.9405,492.5085,45.573699999999995,76.1071,112.87769999999999,130.6444,154.8786,161.63379999999998,158.9799,148.8851,96.7057,175.4288,233.3875,258.145,136.6225,254.3674,178.5443,355.2516,198.7368,334.0145,271.13009999999997,285.1685,230.91060000000002,240.4744,224.1329,217.8229,215.3351,132.5255,94.48819999999999,211.4002,333.0595,368.68859999999995,390.8565,283.8344,296.6809,395.8705,271.3752,491.1742,444.3956,489.788,447.88590000000005,521.5724,380.55159999999995,432.0508,434.86,464.0065,454.20709999999997,448.3843,440.174,493.779,103.8665,54.334,149.9033,63.459900000000005,69.169,0,153.0266,189.6034,138.56470000000002,138.4537,136.111,138.56470000000002,495.259,440.9946,394.93859999999995,496.687,396.57529999999997,338.7568,340.9573,334.38340000000005,246.1071,221.11370000000002,454.459,602.0509000000001,546.4060999999999,241.97070000000002
73,302.10720000000003,237.46179999999998,240.7286,334.5654,483.9144,495.3655,439.7894,506.0467,410.4846,480.1277,480.972,561.2771,517.3084,402.2292,450.4745,554.6888,403.9647,511.0771,200.5035,231.037,267.8075,285.5742,309.8085,165.22910000000002,162.57520000000002,152.4804,128.5194,116.0149,236.9828,261.7403,182.76579999999998,257.9627,182.1396,510.1814,336.57890000000003,488.9443,377.32340000000005,440.0983,385.84040000000005,395.4042,379.0627,372.7527,370.2649,118.54960000000001,154.5445,197.4244,336.65479999999997,372.2839,394.4518,287.4297,300.2762,399.4658,274.9705,646.104,599.3254000000001,644.7178,602.8157,676.5023,535.4815,586.9807,589.7898,618.9363000000001,609.1369,603.3141999999999,595.1038000000001,648.7089,69.489,126.5977,63.3187,93.9745,85.9408,153.0266,0,318.0175,266.9788,248.0024,264.52509999999995,266.9788,648.5465,594.2821,548.2261,649.9744000000001,549.8628,421.93829999999997,421.3772,429.9074,399.3945,374.4012,535.7215,620.6658,658.9609,395.25809999999996
74,503.00329999999997,438.35790000000003,441.6247,535.4615,414.77340000000004,426.2245,370.64840000000004,436.9057,165.6241,128.8256,152.9377,210.3459,174.44420000000002,103.4807,215.611,223.7501,565.4253,577.9218000000001,130.7526,140.9808,122.8193,239.0393,240.292,180.8595,169.9471,170.7403,178.1611,218.52710000000002,138.5778,269.5819,132.7993,118.8473,164.73020000000002,292.02320000000003,45.158699999999996,246.2749,83.5394,278.1535,244.77270000000001,162.916,168.79760000000002,159.8449,159.1084,319.4457,355.44059999999996,398.3205,174.96779999999998,210.5969,241.1096,109.41510000000001,187.1384,237.7789,143.067,427.9457,357.9999,386.30879999999996,384.6575,458.344,317.3232,368.8224,371.6316,549.7953,539.996,534.1732,525.9629,579.5679,250.35070000000002,164.9613,316.5691,259.1856,250.7936,189.6034,318.0175,0,52.440599999999996,102.6551,56.927099999999996,52.440599999999996,432.1564,377.8919,382.9133,450.3817,384.55,422.40009999999995,424.6006,418.0267,329.7503,261.4748,538.2425,685.6941999999999,630.1895999999999,165.48760000000001
75,451.9647,387.3193,390.5861,484.4228,356.29040000000003,367.74159999999995,312.1655,378.4227,178.2906,191.8328,191.5074,264.6812,286.7998,142.0504,241.7398,324.1803,507.3178,519.8143,108.868,126.1401,102.0407,157.95020000000002,182.1845,129.8209,118.9085,119.7017,127.1224,167.48839999999998,111.1424,218.5433,81.76060000000001,93.9738,113.6915,304.184,76.40010000000001,258.4358,117.14460000000001,290.31440000000003,256.9336,175.0769,180.9585,172.0058,171.2693,268.40709999999996,304.402,347.2818,171.9058,207.5348,240.4374,101.8461,167.8575,234.71679999999998,144.98260000000002,440.10659999999996,370.1608,398.46959999999996,396.81829999999997,470.5049,329.484,380.9832,383.79240000000004,491.3123,481.513,475.6902,467.47990000000004,521.0849000000001,199.312,113.92269999999999,265.53040000000004,208.147,199.7549,138.56470000000002,266.9788,52.440599999999996,0,50.9045,4.2561,0.0,444.3073,390.04290000000003,395.0642,462.5326,396.70090000000005,364.2599,366.46040000000005,359.88640000000004,271.6101,246.61679999999998,479.96209999999996,627.554,571.9091,177.6385
76,432.9882,368.3428,371.6096,465.44640000000004,405.95529999999997,417.4065,361.8304,428.0877,173.1064,193.4919,194.33620000000002,274.6413,337.0143,192.26489999999998,271.8383,374.3947,534.8457,569.4793000000001,133.7597,175.805,151.7056,207.61520000000002,231.8495,115.2493,81.68780000000001,86.6363,108.146,144.2968,62.4942,123.9501,62.7842,45.3256,55.309,354.3985,126.61460000000001,308.6502,167.3591,340.5289,307.1481,225.29129999999998,231.173,222.22029999999998,221.4838,249.4306,285.4256,328.3054,158.0186,193.64770000000001,215.81560000000002,69.4482,119.2093,220.8297,96.33439999999999,490.3211,420.3753,448.6841,447.0328,520.7193,379.6985,431.1977,434.00690000000003,540.9773,531.1779,525.3551,517.1448,570.7499,180.3356,113.8117,246.554,189.1706,180.7785,138.4537,248.0024,102.6551,50.9045,0,52.1997,50.8675,494.6787,440.41429999999997,445.43559999999997,512.9041,447.0723,414.0721,416.27259999999995,409.69870000000003,321.4223,296.429,529.7743,677.3661999999999,621.7214,228.0099
77,449.51090000000005,384.8655,388.1323,481.96909999999997,355.6597,367.1108,311.5347,377.792,191.4905,196.3193,195.9938,269.1677,291.2863,146.5369,245.7421,328.6667,506.6871,519.1836,98.9881,125.5093,101.41,157.3195,181.5538,127.36710000000001,116.4547,117.24789999999999,124.6687,165.03470000000002,112.47460000000001,216.0895,79.3069,95.306,111.23780000000001,308.6705,80.8866,262.92220000000003,121.6311,294.8009,261.4201,179.5633,185.445,176.4923,175.7558,265.9533,301.9482,344.82809999999995,173.2379,208.867,241.7695,103.1782,169.18970000000002,236.049,146.3148,444.5931,374.6473,402.9561,401.3048,474.99129999999997,333.9705,385.4697,388.2789,490.6816,480.8823,475.0595,466.84909999999996,520.4542,196.85829999999999,111.46889999999999,263.0767,205.69320000000002,197.30120000000002,136.111,264.52509999999995,56.927099999999996,4.2561,52.1997,0,4.206,448.4718,394.2073,399.2287,466.6971,400.8654,363.6929,365.89340000000004,359.31940000000003,271.0431,246.04979999999998,479.39509999999996,626.987,571.3421,181.803
78,451.9647,387.3193,390.5861,484.4228,356.29040000000003,367.74159999999995,312.1655,378.4227,178.2906,191.8328,191.5074,264.6812,286.7998,142.0504,241.7398,324.1803,507.3178,519.8143,108.868,126.1401,102.0407,157.95020000000002,182.1845,129.8209,118.9085,119.7017,127.1224,167.48839999999998,111.1424,218.5433,81.76060000000001,93.9738,113.6915,304.184,76.40010000000001,258.4358,117.14460000000001,290.31440000000003,256.9336,175.0769,180.9585,172.0058,171.2693,268.40709999999996,304.402,347.2818,171.9058,207.5348,240.4374,101.8461,167.8575,234.71679999999998,144.98260000000002,440.10659999999996,370.1608,398.46959999999996,396.81829999999997,470.5049,329.484,380.9832,383.79240000000004,491.3123,481.513,475.6902,467.47990000000004,521.0849000000001,199.312,113.92269999999999,265.53040000000004,208.147,199.7549,138.56470000000002,266.9788,52.440599999999996,0.0,50.8675,4.206,0,444.3073,390.04290000000003,395.0642,462.5326,396.70090000000005,364.2599,366.46040000000005,359.88640000000004,271.6101,246.61679999999998,479.96209999999996,627.554,571.9091,177.6385
79,690.2649,607.1346,606.0536,722.723,333.8896,258.35360000000003,295.445,284.8927,518.0938,413.4345,413.109,486.28290000000004,278.34159999999997,377.73,542.1901,276.3263,621.2483000000001,633.7448,466.0528,441.2665,370.3312,380.64820000000003,381.90090000000004,573.126,562.2136999999999,563.0068,593.3146999999999,610.7936,554.9536999999999,661.8484,525.0658000000001,537.7850999999999,556.9966999999999,137.96370000000002,374.29659999999996,248.34789999999998,339.6003,180.6329,287.5493,262.553,256.9188,266.14390000000003,265.5434,629.1344,588.5481,708.0092,570.3349000000001,617.1415,647.7461999999999,532.2624000000001,659.0633,644.3235,617.9155,99.6581,209.6227,222.308,85.56230000000001,91.8955,116.13,164.8833,167.6925,306.3793,298.5107,292.0635,346.98220000000003,350.8531,600.4755,543.9267,646.5123000000001,560.0689,565.7779,495.259,648.5465,432.1564,444.3073,494.6787,448.4718,444.3073,0,55.0668,152.7294,229.73620000000003,105.71130000000001,460.1918,471.2087,464.6348,471.6678,498.57340000000005,441.3725,585.3499,490.7679,259.871
80,636.0004,552.8702,551.7891,668.4585999999999,337.0336,261.4977,298.5891,288.03679999999997,463.8293,359.1701,358.84459999999996,432.0185,224.0771,323.4655,487.9257,222.06189999999998,652.7698,665.2663,411.7884,387.002,316.0668,326.3838,327.6365,518.8616,507.9492,508.74240000000003,539.0503,556.5292,500.6892,607.584,470.8014,483.52070000000003,502.7323,83.69930000000001,320.0322,194.0835,285.33590000000004,155.793,239.585,208.2885,202.65439999999998,211.8795,211.279,574.87,534.2837,653.7448,516.0705,562.8770999999999,593.4816999999999,477.998,604.7989,590.0591,563.6510999999999,95.5072,167.0604,188.4872,52.218900000000005,113.2957,61.8656,131.0625,133.8717,309.52340000000004,301.65479999999997,295.2075,350.12620000000004,353.9971,546.2111,489.6623,592.2479000000001,505.8045,511.5135,440.9946,594.2821,377.8919,390.04290000000003,440.41429999999997,394.2073,390.04290000000003,55.0668,0,155.93370000000002,232.94060000000002,108.91560000000001,509.6854,511.886,505.312,417.0357,443.9413,444.5768,772.9795,493.9722,205.2389
81,589.9445,506.8142,505.7331,539.3299000000001,177.7318,102.1959,139.2873,128.735,484.9676,380.3084,379.98290000000003,453.1567,332.3174,344.6038,509.06390000000005,369.6978,465.0905,477.587,365.73240000000004,340.946,301.06440000000003,280.32779999999997,281.5805,557.9224,512.9706,545.1736999999999,492.9943,571.7174,629.6761,654.4336,475.8227,488.542,507.75359999999995,176.52020000000002,325.0535,303.9533,310.1191,119.67710000000001,180.4661,213.3098,215.3138,217.30120000000002,216.3003,528.814,488.2277,607.6888,537.2086999999999,584.0154,614.62,483.0193,625.9372,611.1973,584.7893,241.8816,314.5331,359.9255,206.8161,253.8024,192.54670000000002,302.1884,304.9975,146.2575,138.389,131.94170000000003,186.8604,190.73129999999998,500.1551,443.6063,546.1919,459.7485,465.4575,394.93859999999995,548.2261,382.9133,395.0642,445.43559999999997,399.2287,395.0642,152.7294,155.93370000000002,0,69.82430000000001,41.2111,312.2828,323.29970000000003,316.7257,252.5341,304.1023,293.46340000000004,437.44079999999997,330.856,209.56029999999998
82,620.0847,536.3855,534.1201,581.1786,219.5805,174.9567,221.6237,170.58370000000002,552.436,447.7768,447.4513,520.6251,399.7858,412.0722,576.5324,437.1663,506.9392,519.4357,467.4807,442.69440000000003,447.8165,382.1905,383.4432,659.6706999999999,657.0168000000001,646.922,594.7425999999999,673.4657,731.4244,756.1819,543.2911,556.0104,575.222,243.98870000000002,392.5219,371.4217,377.5875,187.1455,247.9345,280.7783,282.7822,284.7697,283.7687,630.5624,589.9761,629.2679,604.6771,651.4838000000001,682.0884,550.4876999999999,794.7178,678.6658,769.4121,318.8885,382.0016,427.39390000000003,283.823,330.80920000000003,269.5535,369.6568,372.46590000000003,79.8836,72.015,65.5678,120.48639999999999,124.3574,601.9034,545.3546,647.9402,561.4968,567.2059,496.687,649.9744000000001,450.3817,462.5326,512.9041,466.6971,462.5326,229.73620000000003,232.94060000000002,69.82430000000001,0,125.0884,318.9653,329.98220000000003,323.4083,299.879,351.4471,300.146,452.9243,263.86,278.37609999999995
83,591.5811,508.45090000000005,507.3698,624.0393,213.38029999999998,137.8444,174.9358,164.3835,486.60429999999997,381.945,381.6196,454.7934,333.9541,346.2405,510.70059999999995,371.3345,500.739,513.2355,367.3691,342.5827,302.7011,281.9645,283.2172,559.5591,514.6072,546.8104000000001,494.631,573.3541,631.3128,656.0703000000001,477.4594,490.1787,509.39029999999997,128.6723,326.6902,305.59,311.75579999999997,121.3137,182.1028,214.9465,216.9505,218.93789999999998,217.937,530.4507,489.86440000000005,609.3255,538.8454,585.6521,616.2566999999999,484.656,627.5739,612.834,586.426,194.86360000000002,255.0865,283.1628,159.798,206.7843,148.5556,225.4257,228.23479999999998,200.9328,193.06429999999997,186.617,241.53570000000002,245.4066,501.79179999999997,445.243,547.8285999999999,461.3852,467.0942,396.57529999999997,549.8628,384.55,396.70090000000005,447.0723,400.8654,396.70090000000005,105.71130000000001,108.91560000000001,41.2111,125.0884,0,348.2301,359.247,352.673,313.018,339.01890000000003,329.4107,473.38809999999995,384.4254,211.7632
84,265.1508,181.45170000000002,179.1862,226.2448,130.3447,215.0068,178.8385,186.855,584.126,479.4667,479.1412,552.3151,431.3275,443.7622,608.2223,468.7079,152.00529999999998,164.50179999999997,309.5506,260.7645,289.8863,200.9034,194.2719,467.7844,465.1304,455.0357,436.8125,481.5794,539.5381,564.2955999999999,476.72929999999997,560.5179,484.6948,424.2005,364.5403,402.96340000000004,376.8456,354.11740000000003,233.6619,309.4233,317.9701,316.8121,309.1723,318.8072,284.2338,274.3341,639.2101,674.8391,697.0070999999999,589.985,602.8315,702.0210999999999,577.5258,560.1231,513.3445,558.7369,516.8348,590.5214,449.50059999999996,500.9998,503.80890000000005,322.5779,312.7785,306.9558,298.7454,352.3505,398.5615,387.42440000000005,345.7819,403.5667,378.53020000000004,338.7568,421.93829999999997,422.40009999999995,364.2599,414.0721,363.6929,364.2599,460.1918,509.6854,312.2828,318.9653,348.2301,0,3.8296,6.9128,102.91839999999999,144.2869,118.3041,272.0143,241.5435,311.56890000000004
85,264.5897,180.8906,178.6251,225.6836,141.3616,226.02370000000002,189.8554,197.87189999999998,586.3265,481.6673,481.3418,554.5156,433.528,445.9627,610.4228,470.9085,151.44420000000002,163.94070000000002,311.75109999999995,262.965,292.0868,203.10389999999998,196.4725,467.2232,464.5693,454.4745,439.013,481.0183,538.977,563.7344,478.9298,559.9568,484.13370000000003,426.4011,366.7409,405.164,379.04609999999997,356.318,235.8624,311.62379999999996,320.1706,319.01259999999996,311.3729,318.246,283.6727,273.77290000000005,638.6489,674.278,696.4459,589.4238,602.2703,701.46,576.9647,562.3236999999999,515.5450999999999,560.9375,519.0354,592.7219,451.7011,503.20029999999997,506.0095,333.59479999999996,323.79540000000003,317.97270000000003,309.7623,363.36740000000003,398.0004,389.625,345.2208,374.3418,377.96909999999997,340.9573,421.3772,424.6006,366.46040000000005,416.27259999999995,365.89340000000004,366.46040000000005,471.2087,511.886,323.29970000000003,329.98220000000003,359.247,3.8296,0,10.9659,105.0905,146.4591,127.934,271.3483,251.1734,313.741
86,273.11990000000003,189.42079999999999,187.15529999999998,234.2138,134.7877,219.4497,183.2814,191.298,579.7526,475.0933,474.76779999999997,547.9417,426.9541,439.38870000000003,603.8489000000001,464.3345,159.9744,172.4709,305.1772,256.391,285.5129,196.53,189.8985,497.3671,494.71320000000003,484.6184,432.439,511.1622,569.1209,593.8783000000001,472.3559,590.1007,514.2776,419.8271,360.1669,398.59,372.4722,349.744,229.2885,305.04990000000004,313.5967,312.43859999999995,304.7989,326.7763,292.2029,282.3031,668.7928,704.4219,726.5898000000001,461.8366,632.4141999999999,731.6039000000001,607.1085,555.7497,508.9711,554.3635,512.4614,586.148,445.1271,496.6263,499.4355,327.0208,317.2215,311.3987,303.1884,356.7934,406.5306,383.051,353.751,399.1932,404.90229999999997,334.38340000000005,429.9074,418.0267,359.88640000000004,409.69870000000003,359.31940000000003,359.88640000000004,464.6348,505.312,316.7257,323.4083,352.673,6.9128,10.9659,0,98.67989999999999,140.0485,125.3405,279.6635,246.8373,307.3304
87,257.6666,174.53629999999998,173.4553,319.3347,184.89479999999998,179.92079999999999,114.7097,241.4051,491.4762,386.817,386.4915,459.66540000000003,338.6778,351.11240000000004,515.5726,376.0582,245.09529999999998,257.5918,216.90079999999998,168.1147,197.2366,108.2536,101.62219999999999,409.0908,406.43690000000004,396.34209999999996,344.16270000000003,422.88579999999996,480.8445,505.602,384.0795,501.8244,426.0013,331.5508,271.89059999999995,310.31370000000004,284.19579999999996,261.46770000000004,141.0122,216.77360000000002,225.3204,224.1623,216.5226,379.9825,209.99110000000002,266.84990000000005,580.5165,616.1456,638.3135,373.5602,544.1379000000001,643.3275,518.8322000000001,467.4734,420.6948,466.0872,424.1851,497.8716,356.8508,408.35,411.1592,303.49159999999995,293.6922,287.86940000000004,279.65909999999997,333.2641,351.3235,294.7747,397.3603,310.9169,316.626,246.1071,399.3945,329.7503,271.6101,321.4223,271.0431,271.6101,471.6678,417.0357,252.5341,299.879,313.018,102.91839999999999,105.0905,98.67989999999999,0,51.1594,237.2369,364.73879999999997,360.4763,218.75560000000002
88,207.87529999999998,124.745,123.664,240.3335,226.2633,231.4889,175.91279999999998,282.7736,518.3818,413.7226,413.39709999999997,486.571,365.58340000000004,378.018,542.4781999999999,402.9638,286.4638,298.96029999999996,191.9075,111.302,172.2432,127.4193,128.5278,384.0975,381.4435,371.3488,319.1694,397.8925,455.8512,480.6087,359.0862,476.831,401.0079,358.45640000000003,298.7962,337.2193,311.1014,288.3733,167.013,243.6792,252.226,251.06789999999998,243.4282,261.5317,160.1997,217.0585,555.5232,591.1522,613.3202,348.56690000000003,519.1446,618.3342,493.8389,494.379,447.60040000000004,492.9928,451.0907,524.7772,383.75640000000004,435.25559999999996,438.0648,355.0597,345.2603,339.4376,331.22720000000004,384.8323,326.3302,269.7814,288.50640000000004,285.92359999999996,291.63259999999997,221.11370000000002,374.4012,261.4748,246.61679999999998,296.429,246.04979999999998,246.61679999999998,498.57340000000005,443.9413,304.1023,351.4471,339.01890000000003,144.2869,146.4591,140.0485,51.1594,0,280.036,407.53790000000004,403.27540000000005,244.8763
89,378.934,295.23490000000004,292.9694,307.3824,119.55980000000001,196.1874,174.6934,168.03570000000002,699.9684,595.3091999999999,594.9837,668.1576,547.17,559.6046,724.0648,584.5504,220.3643,107.9549,425.2528,400.4665,405.5885,336.69559999999996,330.0641,581.5676,578.9136,568.8189,552.5147,595.3625999999999,653.3213000000001,678.0788,592.4315,674.3011,598.478,540.043,480.3828,518.8059000000001,492.688,342.4138,277.3852,425.2658,433.8126,432.6545,425.0148,432.59040000000005,398.017,388.1172,752.9933000000001,788.6223,810.7901999999999,703.7681,716.6147,815.8043,691.309,530.5246999999999,629.187,674.5794000000001,632.6773000000001,542.4455,565.343,616.8421999999999,619.6514,303.7585,293.9592,288.13640000000004,159.05679999999998,233.52470000000002,512.3447,503.1267,459.5651,488.68609999999995,492.3134,454.459,535.7215,538.2425,479.96209999999996,529.7743,479.39509999999996,479.96209999999996,441.3725,444.5768,293.46340000000004,300.146,329.4107,118.3041,127.934,125.3405,237.2369,280.036,0,147.8319,128.4642,426.47679999999997
90,389.3298,403.6204,422.9382,307.636,263.5372,340.1648,318.6708,312.01309999999995,847.4200999999999,742.7608,742.4354000000001,815.6092,694.6216,707.0563000000001,871.5164,732.0020999999999,220.6179,114.6097,572.8447,524.0586,553.1804000000001,464.1975,457.566,666.5119,663.858,653.7632,630.022,680.3069,738.2656,763.0231,684.0485,759.2455,683.4224,687.4946,627.8344000000001,666.2575,640.1397,617.4116,496.956,572.7174,581.2642,580.1062,572.4664,517.5347,482.9614,473.0616,837.9376,873.5667,895.7346,788.7125,801.559,900.7486,776.2533000000001,823.4172,776.6386,822.031,780.1289,853.8155,712.7946999999999,764.2939,767.103,373.665,380.4745,392.22290000000004,332.8948,351.2933,597.289,628.1003000000001,544.5094,573.6304,577.2578000000001,602.0509000000001,620.6658,685.6941999999999,627.554,677.3661999999999,626.987,627.554,585.3499,772.9795,437.44079999999997,452.9243,473.38809999999995,272.0143,271.3483,279.6635,364.73879999999997,407.53790000000004,147.8319,0,176.9634,574.264
91,535.4281,418.47429999999997,416.2088,453.73440000000005,195.1959,224.67589999999998,239.3108,196.5241,791.9155,687.2561999999999,686.9307,760.1046,639.117,651.5517,816.0118,676.4974,366.7163,260.7081,517.1998,492.4135,497.5356,431.9097,433.1623,709.3898,706.7359,696.6410999999999,644.4617,723.1849,781.1435,805.901,684.3785,802.1234000000001,726.3003,505.02029999999996,572.3298000000001,610.7529000000001,584.6351,448.1771,349.6449,517.2128,525.7596,524.6016,516.9618,555.8298000000001,521.2565,511.3567,880.8155,916.4445999999999,938.6125,673.8593000000001,844.4369,943.6265999999999,819.1311999999999,579.9201999999999,721.134,766.5264,544.8546,591.8409,530.5852,708.7893,711.5984,184.60070000000002,191.4101,203.1586,138.9624,162.229,651.6225999999999,595.0736999999999,582.8045,611.2159,616.925,546.4060999999999,658.9609,630.1895999999999,571.9091,621.7214,571.3421,571.9091,490.7679,493.9722,330.856,263.86,384.4254,241.5435,251.1734,246.8373,360.4763,403.27540000000005,128.4642,176.9634,0,519.0675
92,436.9765,353.8462,352.7652,469.4347,303.0939,314.545,258.9689,325.2262,277.08279999999996,172.4235,172.098,245.2719,124.4325,136.7189,301.17909999999995,161.813,453.7458,466.2423,212.7644,187.9781,113.1822,127.3598,128.6125,306.4572,295.54490000000004,296.338,340.0263,344.1248,288.28490000000005,395.1796,258.397,271.11629999999997,290.3279,119.754,107.62780000000001,96.0685,89.3395,100.1447,110.7298,3.4784,7.447,7.1778,7.1291,375.8461,335.2598,454.7208,329.32390000000004,376.1305,406.7351,265.5936,418.0523,403.3125,376.9045,255.6766,208.898,254.2904,212.3883,286.0749,145.0541,196.5532,199.3624,438.1158,428.3165,339.9047,414.2833,467.88840000000005,347.1871,290.6383,393.2239,306.7805,312.4895,241.97070000000002,395.25809999999996,165.48760000000001,177.6385,228.0099,181.803,177.6385,259.871,205.2389,209.56029999999998,278.37609999999995,211.7632,311.56890000000004,313.741,307.3304,218.75560000000002,244.8763,426.47679999999997,574.264,519.0675,0
